ID,Holiday,Temp,Rain,Snow,Cloud,Weather Main,Weather Detail,Date Time,Traffic Volume
6862,None,293.59,0,0,75,Clouds,"The day is a windy one, with broken clouds drifting swiftly across the face of a three-quarter moon",7/1/2017 11:00,4037
33649,None,251.72,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",2/4/2018 9:00,2449
18892,None,278.88,0,0,1,Fog,Think of city and the images of its bridges appearing and disappearing magically in the fog,3/7/2016 0:00,668
8272,None,304.15,0,0,0,Clear,It is afternoon and the sun is baking down from a clear sky,8/21/2013 15:00,6111
12151,None,296.06,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",7/13/2018 1:00,439
1011,None,253.46,0,0,1,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",1/24/2013 22:00,1887
9796,None,291.86,0,0,75,Thunderstorm,"Normally, the air that's moving down on the city, called a downdraft, shares the proximity thunderstorm with the updraft.",8/3/2018 9:00,4577
32996,None,297.69,0,0,1,Drizzle,"It'll be cold, it'll be dark, it'll be cloudy, and light drizzle is threatened",7/25/2017 23:00,1069
8775,None,273.01,0,0,90,Snow,"Farther northeast, light snow extends from much through the city",11/8/2017 23:00,1094
38074,None,299.2,0,0,75,Clouds,"Thunder rumbled ominously in the distance, and lightning lit up the underbellies of the broken clouds to the far south.",6/25/2016 21:00,3038
1390,None,268.87,0,0,20,Clouds,"Outside, thunder crashed, though there are few clouds in the day sky",3/5/2014 15:00,5760
32250,None,276.08,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",1/21/2018 15:00,4261
30121,None,275.29,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",12/25/2016 22:00,1481
44390,None,265.69,0,0,75,Snow,"Farther northeast, light snow extends from much through the city",12/7/2016 2:00,273
22424,None,294.07,20.07,0,40,Rain,The city is being lashed by very heavy rains right now,8/23/2016 22:00,1520
30989,None,293.31,0,0,90,Mist,"The day dawned gray and chill, a thin mist turning city's usually dry air damp",9/7/2016 5:00,2874
28960,None,266.47,0,0,64,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",1/9/2014 16:00,6421
38685,None,284.64,0,0,40,Clouds,You can now only see scattered clouds remaining in the sky,11/19/2012 18:00,4239
9167,None,276.793,0,0,64,Clouds,"Grey broken clouds rolled in from the south, deep rumbles of thunder accompanying them.",1/18/2014 16:00,4434
23750,None,285.99,0,0,90,Clouds,"A fine, misty rain is falling lightly from the overcast sky, which hangs in a looming shade of dull grey",10/9/2015 15:00,5623
3304,None,265.08,0,0,90,Snow,light snow caused traffic disruption in some parts of the city,12/6/2017 18:00,4144
19148,None,294.01,0,0,75,Clouds,"Grey broken clouds rolled in from the south, deep rumbles of thunder accompanying them.",5/31/2013 20:00,3256
20786,None,297.36,0,0,8,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",6/12/2016 13:00,4347
18052,None,297.69,1.02,0,92,Rain,Meanwhile the city is experiencing moderate rain,6/29/2013 17:00,4270
20163,None,279.008,0,0,0,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",10/13/2016 22:00,2120
47283,None,276.75,0,0,90,Rain,"It has started pouring down now into what looks like moderate rain, be on the lookout before you head out",10/29/2017 21:00,2077
42551,None,276.17,0,0,90,Clouds,"There is a slight overcast of clouds, but the predicted rain is yet to come.",11/10/2013 20:00,2391
42710,None,287.95,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",9/13/2016 4:00,842
15218,None,303.68,0,0,12,Clouds,"Outside, thunder crashed, though there are few clouds in the day sky",7/17/2013 20:00,3238
2421,None,289.92,0,0,90,Rain,The forecasters are split between light rain and dryish gloom for today afternoon but come together again on the longer-term prospects,5/18/2013 5:00,756
27561,None,271.82,0,0,1,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",1/19/2018 3:00,373
35362,None,253.39,0,0,40,Clouds,"The scattered clouds separate, revealing patches of bare sky.",1/28/2014 20:00,2526
31364,None,252.22,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",2/5/2018 4:00,925
47906,None,280.25,0,0,75,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",10/6/2012 14:00,5025
38605,None,290.25,7.7,0,68,Rain,"Meanwhile, heavy rain, recorded at 59.2 mm by the Met Department, flooded several areas and uprooted trees in various parts of the City",6/9/2016 7:00,5656
7773,None,272.08,0,0,90,Haze,A blue haze is cast over the city as the last moonbeam pierced the skies,2/1/2016 18:00,4412
17590,None,294.01,0,0,1,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",8/21/2015 10:00,4699
14389,None,277.94,1.4,0,92,Rain,"It has started pouring down now into what looks like moderate rain, be on the lookout before you head out",4/28/2016 20:00,2934
28338,None,270.83,0,0,20,Clouds,"It's a day where the sky is not quite blue, but more a shade of indeterminable grey, with few clouds scattered around like cotton wool stuck on a painting.",3/14/2014 23:00,1627
13821,None,287.59,0,0,92,Rain,The forecasters are split between light rain and dryish gloom for today afternoon but come together again on the longer-term prospects,9/23/2016 3:00,358
2453,None,265.64,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",3/16/2014 1:00,981
3211,None,280.72,0,0,5,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",11/30/2017 16:00,6605
10997,None,285.65,0,0,1,Clear,It is afternoon and the sun is baking down from a clear sky,3/11/2016 23:00,2084
2557,None,284.16,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",5/6/2017 2:00,882
32661,None,259.98,0.76,0,64,Snow,"Farther northeast, light snow extends from much through the city",12/24/2013 20:00,1978
43645,None,286.08,2.79,0,1,Rain,"It has started pouring down now into what looks like moderate rain, be on the lookout before you head out",9/6/2018 0:00,570
22607,None,273,0,0,78,Clouds,"Thunder rumbled ominously in the distance, and lightning lit up the underbellies of the broken clouds to the far south.",12/20/2012 13:00,5007
46798,None,270.69,0,0,90,Snow,light snow caused traffic disruption in some parts of the city,3/8/2017 4:00,818
40007,None,267.13,0,0,40,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",12/14/2012 21:00,2819
35816,None,276.83,0,0,20,Clouds,"The sun is shaded by a few clouds, but ever now and then it peeks out from beneath them, bringing a warm beam down to the city",4/26/2014 8:00,2214
46357,None,288.95,0,0,1,Haze,"A few blots of cloud were on the blue morning sky, with light haze beneath",8/31/2017 21:00,3096
26420,None,283.09,0,0,90,Haze,"There is a haze on the air, not quite a summer haze nor yet an autumn mist",5/11/2016 2:00,263
23434,None,301.35,0,0,40,Clouds,You can now only see scattered clouds remaining in the sky,7/10/2017 16:00,6107
29954,None,270.87,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",12/29/2016 3:00,435
31520,None,296.67,0,0,0,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",6/17/2013 10:00,4481
5052,None,274.07,1.02,0,64,Drizzle,"A light drizzle, wettish coolness, fragrant air, twittering birds, no tourists, few locals, you don't even realise you've been walking for a couple of hours",12/2/2013 18:00,3611
45318,None,291.36,0,0,90,Clouds,"It is a grey day with an overcast sky, the sort of day when nothing looks very good",8/23/2015 19:00,3868
7132,None,259.16,0.51,0,64,Rain,It's also good that light rain has sheltered in most parts by the city,1/26/2014 4:00,303
34985,None,291.61,0,0,0,Clear,It is afternoon and the sun is baking down from a clear sky,8/8/2013 21:00,3042
31144,None,275.41,0,0,90,Clouds,"Despite overcast skies, the rain is holding off and the day can be enjoyed by all",4/6/2016 23:00,982
35289,None,291.43,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",6/1/2018 3:00,395
35956,None,266.9,0,0,90,Clouds,"It is a grey day with an overcast sky, the sort of day when nothing looks very good",3/7/2013 8:00,6104
31872,None,285.94,0,0,90,Mist,"The day dawned gray and chill, a thin mist turning city's usually dry air damp",4/20/2016 23:00,2910
4743,None,274.54,0.41,0,20,Rain,The forecasters are split between light rain and dryish gloom for today afternoon but come together again on the longer-term prospects,4/5/2014 10:00,4232
36814,None,254.54,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",1/18/2016 12:00,4133
11902,None,0,0,0,0,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",2/2/2014 4:00,284
41345,None,274.52,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",4/1/2014 19:00,3210
5491,None,288.27,0,0,80,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",9/23/2016 9:00,4724
1658,None,289.19,0,0,0,Fog,"We see the northern coast and the southern end of the city, both faint and shadowy in the fog and distance",6/17/2013 1:00,387
2573,None,258.69,0,0,75,Clouds,"Thunder rumbled ominously in the distance, and lightning lit up the underbellies of the broken clouds to the far south.",1/13/2017 18:00,4803
15948,None,255.23,0,0,1,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",1/3/2018 9:00,5142
28706,None,282.45,0,0,56,Rain,The light rain has laid the dust and little is lifted by your wheels as you drive,9/27/2016 21:00,3382
25994,None,269.18,0,0,40,Clouds,"The scattered clouds separate, revealing patches of bare sky.",4/18/2014 6:00,4969
36740,None,301.13,0,0,88,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",7/20/2013 17:00,5077
15056,None,279.92,0,0,91,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",10/19/2012 10:00,4328
41722,None,273.51,0,0,90,Clouds,"Despite overcast skies, the rain is holding off and the day can be enjoyed by all",4/11/2016 4:00,849
33924,None,289.67,0,0,90,Rain,The forecasters are split between light rain and dryish gloom for today afternoon but come together again on the longer-term prospects,5/9/2013 20:00,3319
25172,None,293.04,0,0,0,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",8/14/2016 21:00,2601
24861,None,273.39,0,0,90,Fog,"The lowering clouds develop into thick fog, then break into dazzling sunlight",4/19/2013 13:00,4871
443,None,268.5,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",3/17/2014 4:00,781
12414,None,272.69,0,0,90,Clouds,"A fine, misty rain is falling lightly from the overcast sky, which hangs in a looming shade of dull grey",10/28/2017 5:00,774
21725,None,285.71,0,0,90,Rain,"It has started pouring down now into what looks like moderate rain, be on the lookout before you head out",4/25/2017 18:00,4537
38677,None,275.64,0,0,90,Snow,"Farther northeast, light snow extends from much through the city",3/30/2018 12:00,5783
12489,None,275.08,0,0,90,Drizzle,The sky above is now clouded as a light drizzle begins to fall to the ground,11/1/2017 22:00,1713
9303,None,255.02,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",1/30/2018 3:00,371
17879,None,285.15,0,0,90,Rain,Meanwhile the city is experiencing moderate rain,10/7/2017 8:00,3039
45610,None,302.76,0,0,0,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",8/27/2013 21:00,2787
36654,None,285.43,0,0,75,Rain,The light rain has laid the dust and little is lifted by your wheels as you drive,5/22/2017 23:00,1137
34243,None,272.55,0,0,90,Snow,light snow caused traffic disruption in some parts of the city,3/19/2016 11:00,4717
33820,None,292.8,0,0,20,Clouds,"Outside, thunder crashed, though there are few clouds in the day sky",5/29/2016 21:00,2786
36408,None,305,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",8/13/2018 16:00,6163
26206,None,292.85,0,0,75,Thunderstorm,"A proximity thunderstorm has hit the city with no warning and we lay soaked, silent and shivering with cold as the lightning and thunder crashed around us",5/23/2016 6:00,5918
46370,None,288.75,0,0,1,Rain,Meanwhile the city is experiencing moderate rain,6/19/2017 5:00,2919
35097,None,278.48,0,0,5,Clear,It is afternoon and the sun is baking down from a clear sky,11/23/2015 12:00,4844
32050,None,290.03,0,0,75,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",10/8/2015 11:00,4650
32414,None,268.16,0,0,90,Clouds,"There is a slight overcast of clouds, but the predicted rain is yet to come.",3/3/2013 23:00,1051
23162,None,282.27,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",9/11/2015 23:00,2347
6155,None,293.73,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",7/25/2016 8:00,5206
5919,None,276.08,0,0,75,Clouds,"Grey broken clouds rolled in from the south, deep rumbles of thunder accompanying them.",4/4/2016 16:00,6422
11903,None,294.8,0.25,0,90,Rain,proximity shower rain,9/3/2018 21:00,2081
26133,None,302.96,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",8/9/2018 15:00,5654
11005,None,261.65,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",12/16/2016 18:00,2344
37243,None,282.08,0,0,20,Clouds,"The sun is shaded by a few clouds, but ever now and then it peeks out from beneath them, bringing a warm beam down to the city",4/19/2018 15:00,6188
8959,None,294.27,0.25,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",9/4/2018 2:00,254
45404,None,271.84,0,0,90,Clouds,"It is a grey day with an overcast sky, the sort of day when nothing looks very good",2/18/2013 18:00,3825
30740,None,284.49,0.38,0,90,Mist,A mist lightly dusts the thick greenery of the trees that cover the surrounding hills,4/24/2016 23:00,966
46068,None,261.13,0,0,64,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",12/13/2013 18:00,4464
7846,None,274.43,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",10/27/2017 4:00,847
35534,None,275.76,0,0,90,Mist,A mist lightly dusts the thick greenery of the trees that cover the surrounding hills,1/10/2018 16:00,6602
829,None,279.032,0,0,24,Clouds,"The sky is a beachscape in tans and blues, with a few clouds in the background",10/20/2016 19:00,2784
20908,None,276.62,0,0,90,Drizzle,"The pour had subsided to a drizzle, and it was getting a whole lot less windy.",3/23/2017 20:00,3021
44742,None,292.51,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",7/23/2015 8:00,4841
25024,None,271.15,0,0,1,Clear,It is afternoon and the sun is baking down from a clear sky,2/25/2017 13:00,5213
45138,None,262.27,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",2/4/2017 4:00,482
1015,None,271.65,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",3/8/2013 18:00,4822
37213,None,283.22,0,0,90,Rain,The light rain has laid the dust and little is lifted by your wheels as you drive,5/11/2016 8:00,6087
34793,None,276.71,0,0,0,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",10/17/2013 0:00,604
16196,None,257.48,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",12/12/2016 21:00,2059
17577,None,295.18,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",8/20/2015 18:00,4652
39392,None,284.6,1.02,0,92,Rain,But huge traffic delays and heavy rain led to visitors complaining about muddy pathways and uneven road surfaces,10/15/2013 12:00,4989
2464,None,256.15,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",12/27/2017 22:00,3074
12474,None,283.75,0,0,40,Clouds,"The scattered clouds separate, revealing patches of bare sky.",12/4/2017 7:00,5056
43717,None,288.07,0.25,0,90,Fog,Think of city and the images of its bridges appearing and disappearing magically in the fog,9/19/2018 10:00,4266
39612,None,286.85,0,0,90,Drizzle,The sky above is now clouded as a light drizzle begins to fall to the ground,5/9/2018 3:00,340
12736,None,287.29,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",10/17/2017 22:00,1696
3263,None,297,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",7/16/2014 16:00,6852
30919,None,266.36,0,0,40,Clouds,You can now only see scattered clouds remaining in the sky,11/22/2015 2:00,568
16186,None,275.02,0,0,90,Rain,It's also good that light rain has sheltered in most parts by the city,10/26/2012 10:00,4695
43398,None,293.5,0,0,40,Clouds,You can now only see scattered clouds remaining in the sky,5/21/2013 11:00,4669
39868,None,295.63,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",5/28/2018 6:00,882
11366,None,275.92,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",4/16/2013 20:00,2964
44369,None,277.86,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",4/29/2017 1:00,842
30686,None,266.48,0,0,75,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",2/5/2017 19:00,2121
28310,None,271.37,0,0,90,Snow,"Due to the coldness of the weather, heavy snow and forecast of continuing snowfall, all schools will be closed this afternoon in city",2/12/2013 3:00,343
33125,None,284.38,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",10/15/2015 0:00,600
45886,None,272.86,0,0,1,Clear,It is afternoon and the sun is baking down from a clear sky,12/5/2012 14:00,5346
21520,None,256.34,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",1/4/2017 0:00,528
7253,None,288.17,0.76,0,90,Rain,"As if on cue, there was a soft thunderclap and a light rain started",9/18/2015 17:00,5606
26590,None,297.2,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",7/28/2015 11:00,4590
44803,None,291.09,1.02,0,90,Mist,A mist lightly dusts the thick greenery of the trees that cover the surrounding hills,8/25/2018 6:00,1837
7774,None,275.36,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",3/4/2016 23:00,2540
11733,None,292.51,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",4/17/2016 9:00,3117
19632,None,303.608,0,0,44,Clouds,"The scattered clouds separate, revealing patches of bare sky.",7/20/2016 23:00,1180
35112,None,271.01,0,0,64,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",12/2/2013 1:00,324
6970,None,297.36,0,0,40,Clouds,"The scattered clouds separate, revealing patches of bare sky.",7/24/2017 19:00,3230
36536,None,264.41,0,0,90,Clouds,"Despite overcast skies, the rain is holding off and the day can be enjoyed by all",2/18/2018 4:00,284
41010,None,287.75,0,0,40,Clouds,You can now only see scattered clouds remaining in the sky,10/12/2017 20:00,3239
33958,None,256.09,0,0,5,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",1/7/2017 21:00,2683
26017,None,280.8,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",12/2/2012 15:00,4329
28568,None,276.64,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",11/10/2012 0:00,1090
18954,None,267.5,0,0,64,Snow,light snow caused traffic disruption in some parts of the city,12/21/2013 16:00,4751
39299,None,275.6,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",3/29/2013 21:00,3017
16192,None,277.36,0,0,20,Clouds,"Outside, thunder crashed, though there are few clouds in the day sky",11/9/2012 22:00,2496
20652,None,288.61,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",8/28/2016 0:00,1510
39056,None,264.61,0,0,90,Snow,light snow caused traffic disruption in some parts of the city,12/8/2016 2:00,429
22935,None,291.49,0,0,75,Clouds,"Thunder rumbled ominously in the distance, and lightning lit up the underbellies of the broken clouds to the far south.",9/22/2015 4:00,864
4506,None,287.49,0,0,40,Clouds,"The scattered clouds separate, revealing patches of bare sky.",5/22/2017 21:00,2575
20783,None,278.98,0,0,90,Clouds,"Despite overcast skies, the rain is holding off and the day can be enjoyed by all",4/11/2014 5:00,2528
47911,None,288.72,0,0,90,Rain,A light rain is sprinkling from dark thunderclouds above but no one even noticed,6/20/2017 5:00,2891
40386,None,279.15,0,0,90,Drizzle,"Well, it's only a drizzle and we can take a your cars arounf the block ",11/14/2017 21:00,3722
37978,None,289.94,0,0,100,Rain,It's also good that light rain has sheltered in most parts by the city,9/21/2016 11:00,4557
25123,None,276.22,0,0,90,Snow,light snow caused traffic disruption in some parts of the city,5/1/2017 16:00,5904
25208,None,259.07,0,0,90,Clouds,"A fine, misty rain is falling lightly from the overcast sky, which hangs in a looming shade of dull grey",1/21/2013 13:00,4048
7878,None,280.5,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",11/9/2016 10:00,4170
34106,None,286.52,0,0,92,Rain,"As if on cue, there was a soft thunderclap and a light rain started",7/2/2014 3:00,403
7827,None,284.37,3.08,0,92,Mist,"The day dawned gray and chill, a thin mist turning city's usually dry air damp",5/19/2014 15:00,5461
22718,None,270.73,0,0,75,Clouds,"The day is a windy one, with broken clouds drifting swiftly across the face of a three-quarter moon",3/15/2014 19:00,3647
24191,None,283.22,0,0,90,Rain,It's also good that light rain has sheltered in most parts by the city,5/21/2017 5:00,559
18121,None,290.15,0,0,90,Clouds,"There is a slight overcast of clouds, but the predicted rain is yet to come.",7/26/2018 10:00,4390
23154,None,289.47,0,0,1,Clear,"The sky is clear and blue, with a few odd clouds scattered here and there for effect",5/27/2017 0:00,1373
14383,None,263.69,0,0,90,Snow,Heavy snow started at a time when there is usually high traffic and now as you can imagine that snow has intensified this traffic,12/25/2012 6:00,432
11607,None,299.68,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",7/7/2017 13:00,5032
9030,None,247.65,0,0,1,Mist,A mist lightly dusts the thick greenery of the trees that cover the surrounding hills,1/6/2018 1:00,673
20811,None,270.15,0,0,40,Haze,"A few blots of cloud were on the blue morning sky, with light haze beneath",12/17/2017 13:00,3977
7604,None,255.71,0,0,40,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",12/12/2016 10:00,4411
41324,None,274.44,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",4/28/2017 2:00,428
38127,None,298.78,1.27,0,40,Rain,"It has started pouring down now into what looks like moderate rain, be on the lookout before you head out",6/28/2015 15:00,4399
12478,None,288.65,0,0,1,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",6/26/2017 10:00,4088
47811,None,284.94,0,0,1,Clear,It is afternoon and the sun is baking down from a clear sky,4/28/2018 14:00,5191
22272,None,274.15,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",11/19/2017 22:00,1413
26078,None,282.55,0,0,0,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",10/2/2016 6:00,910
38882,None,264.75,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",2/18/2018 0:00,1169
2961,None,292.22,0,0,90,Rain,It's also good that light rain has sheltered in most parts by the city,7/20/2018 10:00,4592
29197,None,298.167,0,0,92,Clouds,"A fine, misty rain is falling lightly from the overcast sky, which hangs in a looming shade of dull grey",7/16/2016 16:00,4175
35148,None,273.79,0,0,1,Clear,"Looking out the window, the sun is low in the clear sky, but it's still a few of hours until nightfall",12/1/2017 9:00,5335
40358,None,282.99,0,0,90,Clouds,"A fine, misty rain is falling lightly from the overcast sky, which hangs in a looming shade of dull grey",4/30/2016 10:00,4476
47962,None,292.64,0,0,1,Clear,"Much as I delight in really dramatic sunsets, there's a special, quiet joy to be had when the sky is clear of clouds",10/8/2013 21:00,2608
41561,None,272.07,0,0,90,Mist,A mist lightly dusts the thick greenery of the trees that cover the surrounding hills,11/26/2015 16:00,2939
43622,None,298.29,0,0,40,Clouds,You can now only see scattered clouds remaining in the sky,5/16/2017 20:00,2871
3350,None,292.1,0.25,0,40,Rain,The light rain has laid the dust and little is lifted by your wheels as you drive,9/9/2016 11:00,4722
28507,None,289.75,0,0,40,Clouds,"Flying conditions are similar during the day, mainly under sunny skies and scattered clouds with some periods of high or low overcast",3/6/2017 16:00,6645
4954,None,273.81,0,0,90,Drizzle,"A light drizzle, wettish coolness, fragrant air, twittering birds, no tourists, few locals, you don't even realise you've been walking for a couple of hours",11/22/2016 9:00,4607
13245,None,293.15,0,0,1,Mist,"The day dawned gray and chill, a thin mist turning city's usually dry air damp",8/6/2018 3:00,375
17290,None,296.72,0,0,1,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",9/7/2018 15:00,4831
10531,None,299.95,0,0,75,Clouds,"The day is a windy one, with broken clouds drifting swiftly across the face of a three-quarter moon",7/4/2017 21:00,2696
33394,None,278.63,0,0,90,Rain,The light rain has laid the dust and little is lifted by your wheels as you drive,4/25/2013 18:00,5020
28659,None,271.48,0,0,90,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",1/25/2016 22:00,2826
44779,None,276.01,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",3/2/2018 20:00,3551
6303,None,292.41,0,0,90,Rain,Meanwhile the city is experiencing moderate rain,9/1/2017 21:00,3863
45862,None,275.06,0.76,0,64,Rain,It's also good that light rain has sheltered in most parts by the city,12/18/2013 16:00,6236
6739,None,294.7,0.25,0,90,Rain,The light rain has laid the dust and little is lifted by your wheels as you drive,9/1/2018 5:00,741
15058,None,284.21,0,0,90,Rain,"As if on cue, there was a soft thunderclap and a light rain started",9/6/2017 1:00,343
38136,None,294.14,0,0,1,Clear,"By first light on race day, the sky is clear, and it's already pushing 80 degrees",8/6/2014 22:00,2205
13313,None,276.08,0,0,90,Drizzle,I notice  a light drizzle but pressed on assured that the airflow at 100 kmh would keep me dry,4/7/2016 22:00,3057
44017,None,300.59,0,0,76,Clouds,"Grey broken clouds rolled in from the south, deep rumbles of thunder accompanying them.",8/11/2016 15:00,5365
16789,None,298.47,0,0,40,Haze,A blue haze is cast over the city as the last moonbeam pierced the skies,7/21/2015 19:00,3402
38113,None,294.21,0,0,90,Drizzle,"A light drizzle, wettish coolness, fragrant air, twittering birds, no tourists, few locals, you don't even realise you've been walking for a couple of hours",7/1/2018 8:00,1682
27568,None,276.03,0,0,40,Clouds,You can now only see scattered clouds remaining in the sky,10/30/2012 22:00,1979
33241,None,283.16,0,0,40,Rain,"It has started pouring down now into what looks like moderate rain, be on the lookout before you head out",5/23/2017 2:00,300
37576,None,270.77,0,0,75,Clouds,"The broken clouds remained, lightning continued to strike, and thunder continued to rumble, but there was no rain.",12/14/2012 10:00,4868
5131,None,287.36,0,0,90,Clouds,"Though the overcast sky threatens rain at some later point in the day, the early afternoon is still pleasant enough for sitting outdoors.",5/19/2018 16:00,4398
2892,None,294.16,5.59,0,1,Mist,"The mist spreads, smooth despite its writhen mass, dividing neatly and travelling down in four directions",7/6/2015 16:00,6006
7873,None,267.89,0,0,90,Snow,"Farther northeast, light snow extends from much through the city",12/6/2016 18:00,4520
